idx,emotion,text,val_ind,test_ind,train_ind
3175,"shame",While intoxicated I invaded someone's (a girl's) personal space to a large extent.,,1881.0,
3176,"guilt",While intoxicated I damaged my sister's car in a minor way and someone elses in a minor way.,,5699.0,
3177,"joy",Girlfriend arriving back from overseas and picking her up from airport. When she finally appeared from customs and we came in contact again.,,1147.0,
3178,"fear",Fear of punishment for having broken an item of value to my parents.,,1810.0,
3179,"anger",That a friend had been badly beaten and stabbed many times and the person that did it got away without any punishment from the law.,,1490.0,
3180,"sadness",The death of an animal we had reared.,,1859.0,
3181,"disgust",Finding that a girlfriend of mine was a prostitute and had been seeing many others during our relationship.,,5515.0,
3182,"shame",Not having owned up to the responsibility an incident where family car received minor damage.,,6005.0,
3183,"guilt","Had started a relationship and did nothing to keep it up, partly the use of another person.",,145.0,
3184,"joy",The feeling of joy when again I had confessed my sin and experienced God's forgiving grace and cleansing power - total enlightenment and freedome - bliss.,,992.0,
3185,"fear","Riding through a bush fire on an island of Australia - on a pushbike as a little boy - all alone, lost and surrounded by smouldering wood and flame.",,2105.0,
3186,"anger","When bicycling along, a courier van started to tail me very close - I sped up and moved over and he just did the same. I reacted violently, much physical responding in the dangerous situation.",,4030.0,
3187,"sadness",My cat was sick and I had to take him to the vet to be put down - no one else there to do it.,,6457.0,
3188,"disgust",When someone I had had a relationship (purely sexual) with came up to me after I had used her and acted as if nothing had changed.,,6738.0,
3189,"shame",When a close friend entrusted me with a secret and I let the cat out of the bag.,,961.0,
3190,"guilt",Making a sexual pass at my cousin with whom I have a very close personal relationship.,,1805.0,
3191,"joy",First time I slept with my present girlfriend. Had been best friends for a year but had been hesitant about getting involved emotionally.,,1605.0,
3192,"fear",Waiting for a taxi - when within 1/2 an hour two separate people challenged me to fight for no apparent reason except they were drunk.,,1474.0,
3193,"anger",Deliberately provoked by someone close. Angered by the deliberation not the provocation.,,198.0,
3194,"sadness",My girlfriend let me down badly 3 times in one week. These instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail.,,2055.0,
3195,"disgust",A close friend took part in a racist violent action.,,4321.0,
3196,"guilt",Slept with someone close to my girlfriend and myself.,,777.0,
3197,"joy","Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life.",,631.0,
3198,"fear","When I decided to leave my steady, secure employment to come to university. Because I didn't know if I could cope with all the requirements of study and also being older I didn't know if I would enjoy mixing with younger people, also financial insecurity.",,3394.0,
3199,"anger",When a close friend failed to live up to the expectations I had of him - thereby causing pain to his spouse. I believe that my anger was probably a reaction of fear that I wouldn't be able to live up to my own expectations.,,1204.0,
3200,"sadness","Departure of a very close friend - for a long stay overseas, sharing in the sorrow of her parents who were left behind.",,1819.0,
3201,"disgust",I get disgusted with the inherent racist attitudes of my brother-in-law in putting down various ethnic groups and also my unwillingness to challenge him about these attitudes in order to keep the peace.,,5494.0,
3202,"shame",My failure to provide the appropriate emotional/spiritual level to a sexual relationship that had a large physical content. Born out of inconsistency with my personal beliefs and value shame at largely using this sexual partner.,,5344.0,
3203,"guilt",When I deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me !,,7185.0,
3204,"joy",Hearing Fran Wilde introduce the Bill.,,74.0,
3205,"fear",Being harrassed for being gay; suggestions of being physically beaten - acting as informal bouncer in a gay bar.,,5449.0,
3206,"anger",Landlord putting up rents sneakly and slimily.,,5207.0,
3207,"sadness",Listening and watching a tape of someone with AIDS being prejudiced against at a counselling course on AIDS with 20 others.,,2562.0,
3208,"disgust",Hearing Norman Jones get hysterical in Parliament about law reform (on the radio - listening with 2 others).,,3279.0,
3209,"shame",Watching Muldoon act as my P.M.,,7386.0,
3210,"guilt","Adolescent guilt growing up feeling """"bad, immoral"""" sexual desires, some 10yrs ago.",,289.0,
3211,"joy",Won a prize for effort.,,4550.0,
3212,"fear",Assaulted by drunken neighbour.,,933.0,
3213,"anger",I was playing in a football tournament and saw the rules openly disregarded.,,3062.0,
3214,"sadness",Death of brother.,,1786.0,
3215,"disgust",Reading literature on AIDS/homosexuality.,,4603.0,
3216,"shame",I am ashamed at myself sometimes when I am working with handicapped people and don't wish to be seen in public with them.,,6957.0,
3217,"guilt",I was late meeting someone for an appointment.,,4697.0,
3218,"joy","I was feeling really low - had been a series of fights with my siblings, been under pressure at school and wasn't going to the party I wanted to go - instead I was going out with my family. A guy called and said, in effect, that I was """"nice"""" and he liked me. Hence the emotional joy.",,3807.0,
3219,"fear",I was watching a movie alone - it was a horror movie. The music was a deep pulsing type - not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.,,2641.0,
3220,"anger","My sister and I were fighting as usual. She's older tham I am, bigger built and stronger I couldn't win in a physical battle and in a verbal battle I couldn't seem to get through to her to really hurt her.",,474.0,
